date,reserves_billions,required_reserves,excess_reserves
2024-10-26 14:55:26.434325,3136.0,250.88,2885.1200000000003
2024-10-27 14:55:26.434325,3195.0677595628413,255.6054207650273,2939.462338797814
2024-10-28 14:55:26.434325,3320.5464480874316,265.64371584699455,3054.902732240437
2024-10-29 14:55:26.434325,3380.8196721311474,270.4655737704918,3110.354098360656
2024-10-30 14:55:26.434325,3441.092896174863,275.28743169398905,3165.8054644808744
2024-10-31 14:55:26.434325,3501.3661202185795,280.10928961748635,3221.256830601093
2024-11-01 14:55:26.434325,3561.6393442622953,284.9311475409836,3276.7081967213117
2024-11-02 14:55:26.434325,3549.4743169398907,283.95794535519127,3265.5163715846998
2024-11-03 14:55:26.434325,3608.5420765027325,288.6833661202186,3319.858710382514
2024-11-04 14:55:26.434325,3742.4590163934427,299.3967213114754,3443.0622950819675
2024-11-05 14:55:26.434325,3802.7322404371585,304.2185792349727,3498.513661202186
2024-11-06 14:55:26.434325,3423.0054644808743,273.84043715846997,3149.1650273224045
2024-11-07 14:55:26.434325,3483.27868852459,278.6622950819672,3204.616393442623
2024-11-08 14:55:26.434325,3543.551912568306,283.48415300546446,3260.0677595628417
2024-11-09 14:55:26.434325,3531.748633879781,282.5398907103825,3249.208743169399
2024-11-10 14:55:26.434325,3590.816393442623,287.2653114754098,3303.551081967213
2024-11-11 14:55:26.434325,3724.3715846994537,297.9497267759563,3426.4218579234976
2024-11-12 14:55:26.434325,3784.6448087431695,302.77158469945357,3481.873224043716
2024-11-13 14:55:26.434325,3844.9180327868853,307.5934426229508,3537.3245901639348
2024-11-14 14:55:26.434325,3905.191256830601,312.4153005464481,3592.7759562841534
2024-11-15 14:55:26.434325,3965.464480874317,317.23715846994537,3648.2273224043715
2024-11-16 14:55:26.434325,3945.222950819672,315.6178360655738,3629.6051147540984
2024-11-17 14:55:26.434325,3573.0907103825134,285.84725683060105,3287.2434535519124
2024-11-18 14:55:26.434325,3706.2841530054643,296.5027322404371,3409.781420765027
2024-11-19 14:55:26.434325,3766.55737704918,301.32459016393443,3465.232786885246
2024-11-20 14:55:26.434325,3826.8306010928964,306.14644808743174,3520.684153005465
2024-11-21 14:55:26.434325,3887.103825136612,310.968306010929,3576.1355191256835
2024-11-22 14:55:26.434325,3947.377049180328,315.79016393442623,3631.586885245902
2024-11-23 14:55:26.434325,3927.497267759563,314.199781420765,3613.297486338798
2024-11-24 14:55:26.434325,3986.565027322404,318.92520218579233,3667.6398251366118
2024-11-25 14:55:26.434325,3528.1967213114754,282.25573770491803,3245.9409836065574
2024-11-26 14:55:26.434325,3588.469945355191,287.0775956284153,3301.392349726776
2024-11-27 14:55:26.434325,3648.743169398907,291.8994535519126,3356.8437158469947
2024-11-28 14:55:26.434325,3269.0163934426228,261.52131147540985,3007.495081967213
2024-11-29 14:55:26.434325,3329.289617486339,266.34316939890715,3062.946448087432
2024-11-30 14:55:26.434325,3321.771584699454,265.7417267759563,3056.0298579234977
2024-12-01 14:55:26.434325,3380.839344262295,270.4671475409836,3110.3721967213114
2024-12-02 14:55:26.434325,3510.1092896174864,280.8087431693989,3229.3005464480875
2024-12-03 14:55:26.434325,3570.382513661202,285.6306010928962,3284.751912568306
2024-12-04 14:55:26.434325,3630.655737704918,290.45245901639345,3340.2032786885247
2024-12-05 14:55:26.434325,3690.928961748634,295.2743169398907,3395.6546448087433
2024-12-06 14:55:26.434325,3751.2021857923496,300.096174863388,3451.106010928962
2024-12-07 14:55:26.434325,3735.245901639344,298.8196721311475,3436.4262295081967
2024-12-08 14:55:26.434325,3794.3136612021854,303.5450928961748,3490.768568306011
2024-12-09 14:55:26.434325,3492.0218579234975,279.3617486338798,3212.6601092896176
2024-12-10 14:55:26.434325,3552.2950819672133,284.18360655737706,3268.111475409836
2024-12-11 14:55:26.434325,3612.568306010929,289.0054644808743,3323.562841530055
2024-12-12 14:55:26.434325,3672.841530054645,293.8273224043716,3379.0142076502734
2024-12-13 14:55:26.434325,3733.1147540983607,298.64918032786886,3434.465573770492
2024-12-14 14:55:26.434325,3717.520218579235,297.4016174863388,3420.1186010928964
2024-12-15 14:55:26.434325,3776.5879781420763,302.1270382513661,3474.4609398907105
2024-12-16 14:55:26.434325,3913.934426229508,313.11475409836066,3600.8196721311474
2024-12-17 14:55:26.434325,3974.207650273224,317.9366120218579,3656.271038251366
2024-12-18 14:55:26.434325,4034.4808743169397,322.75846994535516,3711.7224043715846
2024-12-19 14:55:26.434325,4094.754098360656,327.58032786885246,3767.1737704918037
2024-12-20 14:55:26.434325,3715.0273224043717,297.2021857923497,3417.825136612022
2024-12-21 14:55:26.434325,3699.7945355191255,295.98356284153004,3403.8109726775956
2024-12-22 14:55:26.434325,3758.862295081967,300.7089836065574,3458.15331147541
2024-12-23 14:55:26.434325,3895.846994535519,311.6677595628415,3584.179234972678
2024-12-24 14:55:26.434325,3956.120218579235,316.4896174863388,3639.630601092896
2024-12-25 14:55:26.434325,3416.3934426229507,273.3114754098361,3143.0819672131147
2024-12-26 14:55:26.434325,3476.6666666666665,278.1333333333333,3198.5333333333333
2024-12-27 14:55:26.434325,3536.9398907103823,282.9551912568306,3253.984699453552
2024-12-28 14:55:26.434325,3525.2688524590167,282.02150819672136,3243.2473442622954
2024-12-29 14:55:26.434325,3584.336612021858,286.74692896174867,3297.5896830601096
2024-12-30 14:55:26.434325,3717.75956284153,297.42076502732243,3420.3387978142077
2024-12-31 14:55:26.434325,3338.032786885246,267.0426229508197,3070.9901639344266
2025-01-01 14:55:26.434325,3398.3060109289618,271.86448087431694,3126.4415300546448
2025-01-02 14:55:26.434325,3458.5792349726776,276.6863387978142,3181.8928961748634
2025-01-03 14:55:26.434325,3518.8524590163934,281.5081967213115,3237.344262295082
2025-01-04 14:55:26.434325,3507.543169398907,280.6034535519126,3226.9397158469947
2025-01-05 14:55:26.434325,3566.6109289617484,285.3288743169399,3281.282054644809
2025-01-06 14:55:26.434325,3699.6721311475408,295.9737704918033,3403.698360655738
2025-01-07 14:55:26.434325,3759.945355191257,300.79562841530054,3459.1497267759564
2025-01-08 14:55:26.434325,3820.218579234973,305.61748633879785,3514.601092896175
2025-01-09 14:55:26.434325,3880.4918032786886,310.4393442622951,3570.0524590163936
2025-01-10 14:55:26.434325,3940.7650273224044,315.26120218579234,3625.5038251366122
2025-01-11 14:55:26.434325,3489.8174863387976,279.18539890710383,3210.632087431694
2025-01-12 14:55:26.434325,3548.8852459016393,283.91081967213114,3264.9744262295085
2025-01-13 14:55:26.434325,3681.584699453552,294.52677595628415,3387.057923497268
2025-01-14 14:55:26.434325,3741.8579234972676,299.3486338797814,3442.5092896174865
2025-01-15 14:55:26.434325,3802.1311475409834,304.1704918032787,3497.960655737705
2025-01-16 14:55:26.434325,3862.4043715846997,308.99234972677596,3553.4120218579237
2025-01-17 14:55:26.434325,3922.6775956284155,313.81420765027326,3608.8633879781423
